time,run_dir,ticker_file,symbol,action,dollars,est_price,qty,sl_price,tp_price,parent_order_id,tp_order_id,sl_order_id,parent_status,tp_status,sl_status
2025-10-01T14:32:24,run_20251001_143048,LW,LW,SHORT,1007.33,58.12,17,58.99,56.96,362c615b-3d07-4355-821f-1cab71e1bd59,e73f28a3-c0f7-47d7-a9ba-c2d77aa1d474,88b4de65-d9e2-48d2-9388-06fd60040db7,pending_new,held,held
2025-10-01T14:32:24,run_20251001_143048,VLTO,VLTO,SHORT,1961.37,106.62,18,108.22,104.49,df891a41-0038-4f5d-a3e4-5369be4ea3df,9e1ceec1-feb6-4cdd-9977-35f403c00187,a09ff69e-c0d8-4f20-b7ae-31a7079dcb23,pending_new,held,held
2025-10-01T14:32:24,run_20251001_143048,LRCX,LRCX,LONG,1148.08,133.03,8,131.03,135.69,565f5965-662e-4dfd-b8da-7dfccc21db15,12562da2-10b3-45fb-aedb-6d8a4a520a28,5567cc97-d04e-4f21-8eb8-81a29d2dfe0f,pending_new,held,held
2025-10-01T14:32:25,run_20251001_143048,LYV,LYV,LONG,1443.78,158.765,9,156.38,161.94,ad7404c7-2690-47f2-992d-4eed8bd87297,494cdb00-8322-408d-8219-9879ef3a580c,8f508c8f-e077-467a-9c52-f9d4cc919d57,pending_new,held,held
2025-10-01T14:32:25,run_20251001_143048,ODFL,ODFL,SHORT,1023.69,139.76,7,141.86,136.96,3c7bf25b-23eb-4cec-8470-43a573a53d37,437833cf-aca1-4208-bf6e-e6823d0b531d,761d6755-e584-4cf5-9af4-24705a43112b,pending_new,held,held
2025-10-01T14:32:26,run_20251001_143048,ETR,ETR,LONG,1931.56,93.3,20,91.9,95.17,aa0e053d-bad7-4417-b3b8-858ec7f65877,3a850da6-2050-453a-b1e8-a4afe997b8e6,cb861d29-7cf3-42b9-87db-7200820a00aa,pending_new,held,held
2025-10-01T14:32:26,run_20251001_143048,FDS,FDS,SHORT,899.68,286.18,3,290.47,280.46,5c4c5d3c-757a-4a13-a40a-d60ecfa5426c,d3634d0e-7712-4827-9a00-1424699fe724,e1fd5c69-f6fc-4288-a417-49172550a269,pending_new,held,held
2025-10-01T14:32:26,run_20251001_143048,JNJ,JNJ,LONG,2291.89,186.19,12,183.4,189.91,bbd1210b-cdbf-4018-9a02-38d3b89aa2a7,c2c8f9b7-be53-4697-838d-9d70f1106523,9872af44-cbd6-4e28-a902-8ddc28a2bf8c,pending_new,held,held
2025-10-01T14:32:27,run_20251001_143048,HBAN,HBAN,LONG,1582.73,17.28,91,17.02,17.63,17d57914-266f-44f6-ab65-4b2f757c2729,1cb7d8e7-6b4f-4040-940d-aaa74af8ed17,7020eac7-34d6-4f0e-98f8-043c7031159f,pending_new,held,held
2025-10-01T14:32:27,run_20251001_143048,XEL,XEL,LONG,1711.07,80.91,21,79.7,82.53,5a4bce22-61ec-4707-b760-72d275fbbe08,55edaeeb-1543-445e-bdfa-a977c3b0d112,d98c9627-c8d1-4794-9f62-f2dfe721852e,pending_new,new,held
2025-10-01T14:32:27,run_20251001_143048,KVUE,KVUE,SHORT,726.89,16.31,44,16.55,15.98,2cdbab91-176e-49eb-9b14-32fded0199b9,be9bde5b-71c8-4c76-8de3-412fdd213094,143b4477-2041-492c-a327-e775a8b656d1,pending_new,held,held
2025-10-01T14:32:28,run_20251001_143048,INCY,INCY,LONG,1449.09,85.94,16,84.65,87.66,de2af6ef-54d4-4b57-a3fe-e05f31d26c9b,72de256a-72c8-49f2-8dff-321644e16a78,9fb3ff49-28b9-4289-9e94-7c8d2a5fbd2c,pending_new,held,held
2025-10-01T14:32:28,run_20251001_143048,EBAY,EBAY,LONG,1323.04,91.535,14,90.16,93.37,8b63450f-7ac4-45bc-a85e-f1dbeb5c5076,c3378159-d3de-4494-868c-cbbac5fba8fc,fb5797f9-db5a-42c5-9c64-8b6d4487e187,pending_new,held,held
2025-10-01T14:32:29,run_20251001_143048,KMX,KMX,SHORT,581.42,45.22,12,45.9,44.32,15ddeeec-56f4-453f-86df-074dd85c0f83,5118d900-29d8-458c-a02b-f1641bba1328,12a40cc0-4eba-4e8e-9ff9-2208c49f2795,pending_new,held,held
2025-10-01T14:32:29,run_20251001_143048,ALGN,ALGN,SHORT,918.37,126.74,7,128.64,124.21,e05571af-08f8-4780-8b41-7b90c1670ab3,6ac6842e-a3dc-4e6c-ac6f-410acd463fde,795f1f69-bb71-4242-8756-a65a7ce03fce,pending_new,held,held
